50 643T9 isHighCard 438 0 1x3,1x4,1x6,1x9,1xT 562424
51 65T3K isHighCard 766 0 1x3,1x5,1x6,1xT,1xK 602256
52 65T83 isHighCard 112 0 1x3,1x5,1x6,1x8,1xT 608192
53 65T97 isHighCard 910 0 1x5,1x6,1x7,1x9,1xT 657332
54 6738T isHighCard 263 0 1x3,1x6,1x7,1x8,1xT 671797
55 689TA isHighCard 463 0 1x6,1x8,1x9,1xT,1xA 697725
56 689A7 isHighCard 440 0 1x6,1x7,1x8,1x9,1xA 722805
57 69874 isHighCard 196 0 1x4,1x6,1x7,1x8,1x9 734173
58 6Q32A isHighCard 365 0 1x2,1x3,1x6,1xQ,1xA 755708
59 6Q84A isHighCard 252 0 1x4,1x6,1x8,1xQ,1xA 770828
60 6K258 isHighCard 218 0 1x2,1x5,1x6,1x8,1xK 784126
61 6A745 isHighCard 890 0 1x4,1x5,1x6,1x7,1xA 839306
62 6AT32 isHighCard 559 0 1x2,1x3,1x6,1xA,1xT 874523
63 72KA5 isHighCard 107 0 1x2,1x5,1x7,1xK,1xA 881371
64 734QT isHighCard 278 0 1x3,1x4,1x7,1xQ,1xT 899441
65 739AK isHighCard 852 0 1x3,1x7,1x9,1xA,1xK 955673
66 746T3 isHighCard 589 0 1x3,1x4,1x6,1x7,1xT 995136
67 7536T isHighCard 205 0 1x3,1x5,1x6,1x7,1xT 1009076
68 75T46 isHighCard 283 0 1x4,1x5,1x6,1x7,1xT 1028603
69 75Q38 isHighCard 714 0 1x3,1x5,1x7,1x8,1xQ 1078583
70 784A5 isHighCard 940 0 1x4,1x5,1x7,1x8,1xA 1145323
71 7T34A isHighCard 830 0 1x3,1x4,1x7,1xT,1xA 1205083
72 7T5K8 isHighCard 395 0 1x5,1x7,1x8,1xT,1xK 1233918
73 7Q95A isHighCard 346 0 1x5,1x7,1x9,1xQ,1xA 1259522
74 7K28Q isHighCard 186 0 1x2,1x7,1x8,1xK,1xQ 1273472
75 7K364 isHighCard 524 0 1x3,1x4,1x6,1x7,1xK 1313296
76 7AQ9T isHighCard 70 0 1x7,1x9,1xA,1xQ,1xT 1318686
77 85Q6K isHighCard 431 0 1x5,1x6,1x8,1xQ,1xK 1352304
78 86K2T isHighCard 174 0 1x2,1x6,1x8,1xK,1xT 1366050
79 8736K isHighCard 690 0 1x3,1x6,1x7,1x8,1xK 1421250
80 87QAT isHighCard 347 0 1x7,1x8,1xQ,1xA,1xT 1449357
81 89QA5 isHighCard 243 0 1x5,1x8,1x9,1xQ,1xA 1469283
82 8T649 isHighCard 633 0 1x4,1x6,1x8,1x9,1xT 1521822
83 8A429 isHighCard 630 0 1x2,1x4,1x8,1x9,1xA 1574742
84 8A75K isHighCard 962 0 1x5,1x7,1x8,1xA,1xK 1656512
85 8A95K isHighCard 991 0 1x5,1x8,1x9,1xA,1xK 1741738
86 8AT3Q isHighCard 237 0 1x3,1x8,1xA,1xT,1xQ 1762357
87 92578 isHighCard 194 0 1x2,1x5,1x7,1x8,1x9 1779429
88 927K3 isHighCard 379 0 1x2,1x3,1x7,1x9,1xK 1813160
89 92T84 isHighCard 158 0 1x2,1x4,1x8,1x9,1xT 1827380
90 96842 isHighCard 741 0 1x2,1x4,1x6,1x8,1x9 1894811
91 987TA isHighCard 637 0 1x7,1x8,1x9,1xT,1xA 1953415
92 98TQK isHighCard 530 0 1x8,1x9,1xT,1xQ,1xK 2002705
93 T239K isHighCard 822 0 1x2,1x3,1x9,1xT,1xK 2079973
94 T4Q23 isHighCard 369 0 1x2,1x3,1x4,1xT,1xQ 2115028
95 T6534 isHighCard 1000 0 1x3,1x4,1x5,1x6,1xT 2211028
96 T7Q82 isHighCard 76 0 1x2,1x7,1x8,1xT,1xQ 2218400
97 T8Q43 isHighCard 924 0 1x3,1x4,1x8,1xT,1xQ 2308952
98 T932Q isHighCard 960 0 1x2,1x3,1x9,1xT,1xQ 2403992
99 TQ4K8 isHighCard 105 0 1x4,1x8,1xT,1xQ,1xK 2414492
100 TK986 isHighCard 264 0 1x6,1x8,1x9,1xT,1xK 2441156
101 TA4Q3 isHighCard 723 0 1x3,1x4,1xT,1xA,1xQ 2514902
102 TA98Q isHighCard 103 0 1x8,1x9,1xT,1xA,1xQ 2525511
103 TAK24 isHighCard 664 0 1x2,1x4,1xT,1xA,1xK 2594567
104 Q2645 isHighCard 547 0 1x2,1x4,1x5,1x6,1xQ 2652002
105 Q35T2 isHighCard 412 0 1x2,1x3,1x5,1xQ,1xT 2695674
106 Q3K56 isHighCard 20 0 1x3,1x5,1x6,1xQ,1xK 2697814
107 Q427T isHighCard 442 0 1x2,1x4,1x7,1xQ,1xT 2745550
108 Q4796 isHighCard 593 0 1x4,1x6,1x7,1x9,1xQ 2810187
109 Q4AT5 isHighCard 456 0 1x4,1x5,1xQ,1xA,1xT 2860347
110 Q6529 isHighCard 233 0 1x2,1x5,1x6,1x9,1xQ 2886210
111 Q7983 isHighCard 295 0 1x3,1x7,1x8,1x9,1xQ 2919250
112 QT857 isHighCard 918 0 1x5,1x7,1x8,1xQ,1xT 3022984
113 QA7K9 isHighCard 484 0 1x7,1x9,1xQ,1xA,1xK 3078160
114 QAKT2 isHighCard 728 0 1x2,1xQ,1xA,1xK,1xT 3161880
115 K36T7 isHighCard 784 0 1x3,1x6,1x7,1xK,1xT 3252824
116 K3978 isHighCard 581 0 1x3,1x7,1x8,1x9,1xK 3320801
117 K3Q9A isHighCard 348 0 1x3,1x9,1xK,1xQ,1xA 3361865
118 K46TA isHighCard 853 0 1x4,1x6,1xK,1xT,1xA 3463372
119 K4T35 isHighCard 726 0 1x3,1x4,1x5,1xK,1xT 3550492
120 K638T isHighCard 425 0 1x3,1x6,1x8,1xK,1xT 3601917
121 K63T4 isHighCard 535 0 1x3,1x4,1x6,1xK,1xT 3667187
122 K67T4 isHighCard 909 0 1x4,1x6,1x7,1xK,1xT 3778994
123 K963A isHighCard 63 0 1x3,1x6,1x9,1xK,1xA 3786806
124 KQ538 isHighCard 650 0 1x3,1x5,1x8,1xK,1xQ 3868056
125 A2QK9 isHighCard 880 0 1x2,1x9,1xA,1xQ,1xK 3978936
126 A342T isHighCard 121 0 1x2,1x3,1x4,1xA,1xT 3994303
127 A6Q39 isHighCard 958 0 1x3,1x6,1x9,1xA,1xQ 4116927
128 A78T6 isHighCard 75 0 1x6,1x7,1x8,1xA,1xT 4126602
129 A9T24 isHighCard 818 0 1x2,1x4,1x9,1xA,1xT 4232942
130 AT574 isHighCard 208 0 1x4,1x5,1x7,1xA,1xT 4260190
131 AQ248 isHighCard 570 0 1x2,1x4,1x8,1xA,1xQ 4335430
132 J26A9 isPair 881 1 1x2,1x6,1x9,1xA 4452603
133 J2TAK isPair 758 1 1x2,1xT,1xA,1xK 4554175
134 J2Q36 isPair 887 1 1x2,1x3,1x6,1xQ 4673920
135 J356K isPair 83 1 1x3,1x5,1x6,1xK 4685208
136 J36Q5 isPair 370 1 1x3,1x5,1x6,1xQ 4735898
137 J472A isPair 898 1 1x2,1x4,1x7,1xA 4859822
138 J4Q53 isPair 36 1 1x3,1x4,1x5,1xQ 4864826
139 J6AT9 isPair 415 1 1x6,1x9,1xA,1xT 4922926
140 J72Q3 isPair 445 1 1x2,1x3,1x7,1xQ 4985671
141 J7648 isPair 363 1 1x4,1x6,1x7,1x8 5037217
142 J765K isPair 831 1 1x5,1x6,1x7,1xK 5156050
143 J7Q29 isPair 949 1 1x2,1x7,1x9,1xQ 5292706
144 J8K26 isPair 373 1 1x2,1x6,1x8,1xK 5346791
145 JT6A5 isPair 696 1 1x5,1x6,1xT,1xA 5448407
146 JTK78 isPair 122 1 1x7,1x8,1xT,1xK 5466341
147 JQA8T isPair 569 1 1x8,1xQ,1xA,1xT 5550553
148 JK796 isPair 451 1 1x6,1x7,1x9,1xK 5617752
149 2JAK9 isPair 245 1 1x2,1x9,1xA,1xK 5654502
150 223T8 isPair 587 0 2x2,1x3,1x8,1xT 5743139
151 24595 isPair 894 0 1x2,1x4,2x5,1x9 5879027
152 253J4 isPair 436 1 1x2,1x3,1x4,1x5 5945735
153 254T4 isPair 672 0 1x2,2x4,1x5,1xT 6049223
154 25K28 isPair 125 0 2x2,1x5,1x8,1xK 6068598
155 26965 isPair 201 0 1x2,1x5,2x6,1x9 6099954
156 27KJ5 isPair 946 1 1x2,1x5,1x7,1xK 6248476
157 28J69 isPair 549 1 1x2,1x6,1x8,1x9 6335218
158 283QJ isPair 136 1 1x2,1x3,1x8,1xQ 6356842
159 298JQ isPair 1 1 1x2,1x8,1x9,1xQ 6357002
160 2T474 isPair 101 0 1x2,2x4,1x7,1xT 6373263
161 2TA3A isPair 305 0 1x2,1x3,1xT,2xA 6422673
162 2K7AJ isPair 170 1 1x2,1x7,1xK,1xA 6450383
163 2AK3A isPair 778 0 1x2,1x3,2xA,1xK 6577975
164 3J47K isPair 189 1 1x3,1x4,1x7,1xK 6609160
165 3JQ96 isPair 447 1 1x3,1x6,1x9,1xQ 6683362
166 32A73 isPair 851 0 1x2,2x3,1x7,1xA 6825479
167 34JTQ isPair 635 1 1x3,1x4,1xT,1xQ 6932159
168 34QQ5 isPair 661 0 1x3,1x4,1x5,2xQ 7043868
169 35T9T isPair 433 0 1x3,1x5,1x9,2xT 7117478
170 37893 isPair 870 0 2x3,1x7,1x8,1x9 7266248
171 37988 isPair 503 0 1x3,1x7,2x8,1x9 7352764
172 3799K isPair 110 0 1x3,1x7,2x9,1xK 7371794
173 3T6J4 isPair 875 1 1x3,1x4,1x6,1xT 7524044
174 3T65T isPair 146 0 1x3,1x5,1x6,2xT 7549594
175 3TTKA isPair 111 0 1x3,2xT,1xK,1xA 7569130
176 3Q34T isPair 943 0 2x3,1x4,1xQ,1xT 7736041
177 3QA23 isPair 627 0 1x2,2x3,1xQ,1xA 7847647
178 3KT35 isPair 198 0 2x3,1x5,1xK,1xT 7883089
179 3A236 isPair 257 0 1x2,2x3,1x6,1xA 7929349
180 3A6QQ isPair 869 0 1x3,1x6,1xA,2xQ 8086638
181 42347 isPair 68 0 1x2,1x3,2x4,1x7 8099014
182 43557 isPair 474 0 1x3,1x4,2x5,1x7 8185756
183 43T6T isPair 57 0 1x3,1x4,1x6,2xT 8196244
184 45JT8 isPair 460 1 1x4,1x5,1x8,1xT 8281344
185 454AK isPair 956 0 2x4,1x5,1xA,1xK 8459160
186 45625 isPair 995 0 1x2,1x4,2x5,1x6 8645225
187 465KK isPair 692 0 1x4,1x5,1x6,2xK 8775321
188 47K22 isPair 609 0 2x2,1x4,1x7,1xK 8890422
189 484A2 isPair 800 0 1x2,2x4,1x8,1xA 9042422
190 49TJ6 isPair 108 1 1x4,1x6,1x9,1xT 9063050
191 4TA74 isPair 539 0 2x4,1x7,1xT,1xA 9166538
192 4Q282 isPair 236 0 2x2,1x4,1x8,1xQ 9212086
193 4QT5J isPair 381 1 1x4,1x5,1xQ,1xT 9286000
194 4K354 isPair 171 0 1x3,2x4,1x5,1xK 9319345
195 4K564 isPair 12 0 2x4,1x5,1x6,1xK 9321697
196 4K6T4 isPair 651 0 2x4,1x6,1xK,1xT 9449944
197 4KA7J isPair 367 1 1x4,1x7,1xK,1xA 9522610
198 4AK3J isPair 849 1 1x3,1x4,1xA,1xK 9691561
199 4AAQ8 isPair 944 0 1x4,1x8,2xA,1xQ 9880361
200 528QJ isPair 260 1 1x2,1x5,1x8,1xQ 9932621
201 52A66 isPair 249 0 1x2,1x5,2x6,1xA 9982919
202 53589 isPair 657 0 1x3,2x5,1x8,1x9 10116290
203 539T5 isPair 548 0 1x3,2x5,1x9,1xT 10228082
204 54J3K isPair 729 1 1x3,1x4,1x5,1xK 10377527
205 54356 isPair 648 0 1x3,1x4,2x5,1x6 10511015
206 5484T isPair 396 0 2x4,1x5,1x8,1xT 10592987
207 5549Q isPair 759 0 1x4,2x5,1x9,1xQ 10750859
208 557T8 isPair 14 0 2x5,1x7,1x8,1xT 10753785
209 56Q76 isPair 594 0 1x5,2x6,1x7,1xQ 10878525
210 57K47 isPair 206 0 1x4,1x5,2x7,1xK 10921991
211 58TQ5 isPair 64 0 2x5,1x8,1xT,1xQ 10935559
212 5TK8T isPair 863 0 1x5,1x8,2xT,1xK 11119378
213 5QQ7K isPair 448 0 1x5,1x7,2xQ,1xK 11215250
214 6J4QT isPair 737 1 1x4,1x6,1xQ,1xT 11373705
215 62334 isPair 803 0 1x2,2x3,1x4,1x6 11547153
216 6296K isPair 897 0 1x2,2x6,1x9,1xK 11741802
217 63779 isPair 950 0 1x3,1x6,2x7,1x9 11948902
218 63K26 isPair 797 0 1x2,1x3,2x6,1xK 12123445
219 63K7K isPair 655 0 1x3,1x6,1x7,2xK 12267545
220 64J92 isPair 30 1 1x2,1x4,1x6,1x9 12274175
221 642T4 isPair 599 0 1x2,2x4,1x6,1xT 12407153
222 67JA9 isPair 420 1 1x6,1x7,1x9,1xA 12500813
223 6993T isPair 24 0 1x3,1x6,2x9,1xT 12506189
224 69AKA isPair 392 0 1x6,1x9,2xA,1xK 12594389
225 6Q5KQ isPair 829 0 1x5,1x6,2xQ,1xK 12781743
226 7JTQ2 isPair 713 1 1x2,1x7,1xT,1xQ 12943594
227 72JTA isPair 752 1 1x2,1x7,1xT,1xA 13115050
228 727K8 isPair 3 0 1x2,2x7,1x8,1xK 13115737
229 74462 isPair 301 0 1x2,2x4,1x6,1x7 13184967
230 74922 isPair 526 0 2x2,1x4,1x7,1x9 13306473
231 74QJ6 isPair 187 1 1x4,1x6,1x7,1xQ 13349857
232 75K53 isPair 932 0 1x3,2x5,1x7,1xK 13567013
233 76JK2 isPair 874 1 1x2,1x6,1x7,1xK 13771529
234 76645 isPair 895 0 1x4,1x5,2x6,1x7 13981854
235 76T8T isPair 841 0 1x6,1x7,1x8,2xT 14180330
236 7858Q isPair 984 0 1x5,1x7,2x8,1xQ 14413538
237 796K9 isPair 321 0 1x6,1x7,2x9,1xK 14489936
238 7Q4QT isPair 191 0 1x4,1x7,2xQ,1xT 14535585
239 7Q5TT isPair 848 0 1x5,1x7,1xQ,2xT 14739105
240 7QTKJ isPair 769 1 1x7,1xQ,1xT,1xK 14924434
241 7KQ79 isPair 437 0 2x7,1x9,1xK,1xQ 15030188
242 7A837 isPair 16 0 1x3,2x7,1x8,1xA 15034076
243 7AQJ8 isPair 790 1 1x7,1x8,1xA,1xQ 15226836
244 82J6T isPair 625 1 1x2,1x6,1x8,1xT 15379961
245 82432 isPair 60 0 2x2,1x3,1x4,1x8 15394721
246 82636 isPair 273 0 1x2,1x3,2x6,1x8 15462152
247 82KJ5 isPair 727 1 1x2,1x5,1x8,1xK 15642448
248 82K23 isPair 543 0 2x2,1x3,1x8,1xK 15777655
249 844K9 isPair 908 0 2x4,1x8,1x9,1xK 16004655
250 8499T isPair 789 0 1x4,1x8,2x9,1xT 16202694
251 84A9J isPair 408 1 1x4,1x8,1x9,1xA 16305510
252 85563 isPair 799 0 1x3,2x5,1x6,1x8 16507657
253 87JK6 isPair 77 1 1x6,1x7,1x8,1xK 16527215
254 88247 isPair 162 0 1x2,1x4,1x7,2x8 16568525
255 8T656 isPair 833 0 1x5,2x6,1x8,1xT 16781773
256 8T84Q isPair 701 0 1x4,2x8,1xT,1xQ 16961930
257 8Q5J4 isPair 29 1 1x4,1x5,1x8,1xQ 16969412
258 8KA5A isPair 491 0 1x5,1x8,1xK,2xA 17096581
259 92JA7 isPair 361 1 1x2,1x7,1x9,1xA 17190441
260 92462 isPair 62 0 2x2,1x4,1x6,1x9 17206623
261 9392Q isPair 735 0 1x2,1x3,2x9,1xQ 17399193
262 94692 isPair 964 0 1x2,1x4,1x6,2x9 17652725
263 952TJ isPair 366 1 1x2,1x5,1x9,1xT 17749349
264 954A5 isPair 306 0 1x4,2x5,1x9,1xA 17830439
265 95733 isPair 832 0 2x3,1x5,1x7,1x9 18051751
266 96K2K isPair 955 0 1x2,1x6,1x9,2xK 18306736
267 9866K isPair 907 0 2x6,1x8,1x9,1xK 18549812
268 9T4JQ isPair 250 1 1x4,1x9,1xT,1xQ 18617062
269 9T97A isPair 9 0 1x7,2x9,1xT,1xA 18619492
270 9Q9K8 isPair 533 0 1x8,2x9,1xQ,1xK 18763935
271 9A772 isPair 292 0 1x2,2x7,1x9,1xA 18843359
272 TJ357 isPair 948 1 1x3,1x5,1x7,1xT 19102163
273 T2T4Q isPair 600 0 1x2,1x4,2xT,1xQ 19266563
274 T3J62 isPair 42 1 1x2,1x3,1x6,1xT 19278113
275 T48JQ isPair 917 1 1x4,1x8,1xT,1xQ 19531205
276 T4A6A isPair 989 0 1x4,1x6,1xT,2xA 19805158
277 T56J3 isPair 572 1 1x3,1x5,1x6,1xT 19964174
278 T6282 isPair 815 0 2x2,1x6,1x8,1xT 20191559
279 T637J isPair 873 1 1x3,1x6,1x7,1xT 20435999
280 T6QT3 isPair 931 0 1x3,1x6,2xT,1xQ 20697610
281 T6K65 isPair 554 0 1x5,2x6,1xT,1xK 20853838
282 T76JQ isPair 505 1 1x6,1x7,1xT,1xQ 20996753
283 T7768 isPair 816 0 1x6,2x7,1x8,1xT 21228497
284 T7KJ9 isPair 89 1 1x7,1x9,1xT,1xK 21253862
285 TTQ4K isPair 393 0 1x4,2xT,1xQ,1xK 21366260
286 TQ2JA isPair 941 1 1x2,1xT,1xQ,1xA 21636327
287 TQ696 isPair 674 0 2x6,1x9,1xT,1xQ 21830439
288 TQ7T4 isPair 653 0 1x4,1x7,2xT,1xQ 22019156
289 TQ95J isPair 465 1 1x5,1x9,1xT,1xQ 22154006
290 TK2KQ isPair 935 0 1x2,1xT,2xK,1xQ 22426091
291 TK3QK isPair 482 0 1x3,1xT,2xK,1xQ 22566835
292 TKKQ6 isPair 845 0 1x6,1xT,2xK,1xQ 22814420
293 TA6J2 isPair 694 1 1x2,1x6,1xT,1xA 23018456
294 TAK3A isPair 750 0 1x3,1xT,2xA,1xK 23239706
295 QJ475 isPair 702 1 1x4,1x5,1x7,1xQ 23447498
296 QJ9A3 isPair 523 1 1x3,1x9,1xQ,1xA 23602829
297 Q3AAT isPair 669 0 1x3,1xQ,2xA,1xT 23802191
298 Q4663 isPair 275 0 1x3,1x4,2x6,1xQ 23884416
299 Q53QA isPair 495 0 1x3,1x5,2xQ,1xA 24032916
300 Q57J8 isPair 634 1 1x5,1x7,1x8,1xQ 24223750
301 Q5KK2 isPair 10 0 1x2,1x5,1xQ,2xK 24226770
302 Q664K isPair 452 0 1x4,2x6,1xQ,1xK 24363726
303 Q8KTK isPair 709 0 1x8,1xQ,2xK,1xT 24579262
304 QT656 isPair 466 0 1x5,2x6,1xQ,1xT 24721392
305 QT73T isPair 839 0 1x3,1x7,1xQ,2xT 24978126
306 QQA98 isPair 266 0 1x8,1x9,2xQ,1xA 25059788
307 QK2K4 isPair 792 0 1x2,1x4,1xQ,2xK 25303724
308 QK5QA isPair 164 0 1x5,2xQ,1xK,1xA 25354400
309 QA73J isPair 693 1 1x3,1x7,1xQ,1xA 25569230
310 QAQ8T isPair 207 0 1x8,2xQ,1xA,1xT 25633607
311 KJ574 isPair 591 1 1x4,1x5,1x7,1xK 25817999
312 KJT46 isPair 967 1 1x4,1x6,1xK,1xT 26120670
313 K283J isPair 558 1 1x2,1x3,1x8,1xK 26295882
314 K54KT isPair 254 0 1x4,1x5,2xK,1xT 26375892
315 K78JA isPair 296 1 1x7,1x8,1xK,1xA 26469428
316 K79J5 isPair 584 1 1x5,1x7,1x9,1xK 26654556
317 K8JQT isPair 578 1 1x8,1xK,1xQ,1xT 26838360
318 K8747 isPair 658 0 1x4,2x7,1x8,1xK 27048262
319 KK495 isPair 493 0 1x4,1x5,1x9,2xK 27206022
320 KK592 isPair 49 0 1x2,1x5,1x9,2xK 27221751
321 AJ746 isPair 575 1 1x4,1x6,1x7,1xA 27406901
322 A3356 isPair 126 0 2x3,1x5,1x6,1xA 27447599
323 A362J isPair 228 1 1x2,1x3,1x6,1xA 27521471
324 A7339 isPair 618 0 2x3,1x7,1x9,1xA 27722321
325 A7678 isPair 538 0 1x6,2x7,1x8,1xA 27897709
326 A8599 isPair 219 0 1x5,1x8,2x9,1xA 27969322
327 A8867 isPair 479 0 1x6,1x7,2x8,1xA 28126434
328 A8TT7 isPair 132 0 1x7,1x8,1xA,2xT 28169862
329 A92J5 isPair 751 1 1x2,1x5,1x9,1xA 28417692
330 AT2T5 isPair 94 0 1x2,1x5,1xA,2xT 28448806
331 AA293 isPair 844 0 1x2,1x3,1x9,2xA 28729014
332 AA5T9 isPair 805 0 1x5,1x9,2xA,1xT 28997079
333 AAK9T isPair 796 0 1x9,2xA,1xK,1xT 29262943
334 22336 isTwoPair 899 0 2x2,2x3,1x6 29564108
335 22599 isTwoPair 265 0 2x2,1x5,2x9 29653148
336 22Q3Q isTwoPair 457 0 2x2,1x3,2xQ 29807157
337 233QQ isTwoPair 435 0 1x2,2x3,2xQ 29954187
338 252K5 isTwoPair 293 0 2x2,2x5,1xK 30053514
339 2552T isTwoPair 471 0 2x2,2x5,1xT 30213654
340 27672 isTwoPair 677 0 2x2,1x6,2x7 30444511
341 299TT isTwoPair 212 0 1x2,2x9,2xT 30517015
342 2TT52 isTwoPair 113 0 2x2,1x5,2xT 30555774
343 2TQQT isTwoPair 573 0 1x2,2xT,2xQ 30752886
344 33882 isTwoPair 582 0 1x2,2x3,2x8 30953676
345 33995 isTwoPair 945 0 2x3,1x5,2x9 31280646
346 33K44 isTwoPair 324 0 2x3,2x4,1xK 31393074
347 33KQK isTwoPair 809 0 2x3,2xK,1xQ 31674606
348 36536 isTwoPair 835 0 2x3,1x5,2x6 31966021
349 39Q93 isTwoPair 834 0 2x3,2x9,1xQ 32257921
350 3TT83 isTwoPair 429 0 2x3,1x8,2xT 32408500
351 3K23K isTwoPair 483 0 1x2,2x3,2xK 32578516
352 3A3A5 isTwoPair 481 0 2x3,1x5,2xA 32748309
353 42433 isTwoPair 246 0 1x2,2x3,2x4 32835393
354 43T43 isTwoPair 475 0 2x3,2x4,1xT 33004018
355 43AA3 isTwoPair 33 0 2x3,1x4,2xA 33015766
356 44669 isTwoPair 489 0 2x4,2x6,1x9 33190339
357 45495 isTwoPair 675 0 2x4,2x5,1x9 33431989
358 46TT6 isTwoPair 801 0 1x4,2x6,2xT 33719548
359 47373 isTwoPair 743 0 2x3,1x4,2x7 33987028
360 48248 isTwoPair 477 0 1x2,2x4,2x8 34159225
361 48422 isTwoPair 673 0 2x2,2x4,1x8 34402851
362 48478 isTwoPair 517 0 2x4,1x7,2x8 34590522
363 4TT49 isTwoPair 79 0 2x4,1x9,2xT 34619278
364 4K2K2 isTwoPair 432 0 2x2,1x4,2xK 34776958
365 53322 isTwoPair 405 0 2x2,2x3,1x5 34925188
366 54353 isTwoPair 410 0 2x3,1x4,2x5 35075658
367 5454T isTwoPair 724 0 2x4,2x5,1xT 35342090
368 54584 isTwoPair 583 0 2x4,2x5,1x8 35557217
369 55T77 isTwoPair 566 0 2x5,2x7,1xT 35766637
370 5757Q isTwoPair 638 0 2x5,2x7,1xQ 36003335
371 58568 isTwoPair 516 0 2x5,1x6,2x8 36195287
372 58825 isTwoPair 858 0 1x2,2x5,2x8 36515321
373 59522 isTwoPair 695 0 2x2,2x5,1x9 36775251
374 5TQTQ isTwoPair 239 0 1x5,2xT,2xQ 36864876
375 5QK5Q isTwoPair 142 0 2x5,2xQ,1xK 36918268
376 63262 isTwoPair 738 0 2x2,1x3,2x6 37196494
377 63A6A isTwoPair 330 0 1x3,2x6,2xA 37321234
378 64436 isTwoPair 197 0 1x3,2x4,2x6 37395897
379 65K6K isTwoPair 681 0 1x5,2x6,2xK 37654677
380 66778 isTwoPair 80 0 2x6,2x7,1x8 37685157
381 668TT isTwoPair 386 0 2x6,1x8,2xT 37832609
382 6767A isTwoPair 929 0 2x6,2x7,1xA 38188416
